id,property_type,Barrio,lat,lon,Dist a Comisaria (km),Distancia a Hospital  Publico(km),Distancia a Estación Subte (km),Distancia a Biblioteca (km),Distancia a punto de Wifi  público(km),Distancia a Escuela Privada,Distancia a Escuela Pública,Distancia a Espacio Verde (km),Distancia a Espacio Verde (km),Calles Anegadas,Calles Anegadas,Superficie (m2),Precio M2 (U$S),Ambientes
1751,apartment,Once,-34.608804,-58.410273,0.68681767,0.98769,0.345475047,0.2406501543,0.8257808112,0.1771573,0.4190563,0.2198462,0.2049588,2.8422592,2.835263,66,1742.4242424,2
1752,apartment,Abasto,-34.605419,-58.410282,0.49596134,1.26067,0.201384171,0.2658448229,0.4727761231,0.2130929,0.0440628,0.5303058,0.5092858,2.7057946,2.6992541,53,1358.490566,3
1753,PH,Parque Patricios,-34.63271,-58.41029,0.96128444,0.7309,0.6312672367,0.5852887732,0.1941899877,0.2245737,0.2161725,0.7308046,0.7308046,3.9401936,3.9320749,45,1444.4444444,1
1754,apartment,Palermo,-34.582484,-58.410322,0.33444296,0.34831,0.5964227274,1.227208005,0.4843692011,0.0746738,0.0670056,0.1233189,0.1233189,1.2451576,1.2348054,93,2064.516129,3
1755,apartment,Balvanera,-34.610431,-58.410331,0.74393077,0.80742,0.3386490955,0.063217557,1.002885746,0.1194292,0.2945648,0.1989228,0.1959432,2.9178635,2.9106981,52,2211.5384615,3
1756,apartment,Once,-34.609784,-58.410419,0.75965052,0.87986,0.3398360368,0.1345427874,0.9347098835,0.1113626,0.3669531,0.197751,0.1927227,2.8775857,2.8704792,35,1700,2
1757,apartment,Barrio Norte,-34.59228,-58.41042,0.39383784,0.2609,0.3073775989,0.2031446181,0.5687737159,0.1136792,0.2721488,0.154231,0.154231,1.919756,1.919756,47,3202.1276596,2
1758,apartment,Barrio Norte,-34.59228,-58.41042,0.39383784,0.2609,0.3073775989,0.2031446181,0.5687737159,0.1136792,0.2721488,0.154231,0.154231,1.919756,1.919756,36,4152.7777778,2
1759,apartment,Barrio Norte,-34.59228,-58.41042,0.39383784,0.2609,0.3073775989,0.2031446181,0.5687737159,0.1136792,0.2721488,0.154231,0.154231,1.919756,1.919756,46,3271.7391304,2
1760,apartment,San Cristobal,-34.629911,-58.410423,0.78787676,0.89299,0.5932340469,0.8805701651,0.1338366212,0.0812014,0.1063896,0.4520769,0.4520769,4.1593733,4.1513348,34,2044.1176471,1
1761,apartment,Barrio Norte,-34.593993,-58.410434,0.3404744,0.15151,0.3990026856,0.1238378832,0.7578087753,0.0742672,0.0887323,0.0127615,0.0127615,2.0071304,2.0071304,340,1455.8823529,5
1762,apartment,Barrio Norte,-34.593993,-58.410434,0.3404744,0.15151,0.3990026856,0.1238378832,0.7578087753,0.0742672,0.0887323,0.0127615,0.0127615,2.0071304,2.0071304,273,1813.1868132,5
1763,apartment,Palermo,-34.583189,-58.410444,0.36401249,0.39764,0.551082745,1.180588993,0.4597468032,0.1252657,0.0373762,0.2005968,0.2005968,1.2839109,1.2736985,90,3666.6666667,3
1764,apartment,San Cristobal,-34.624301,-58.41046,0.68967954,0.74335,0.1054328971,1.316272711,0.2455032891,0.1926765,0.0897539,0.3439375,0.342276,3.8810905,3.8734156,58,1586.2068966,3
1765,apartment,Palermo,-34.586635,-58.410513,0.51117664,0.696,0.1923309302,0.798990389,0.1190989991,0.278552,0.1518976,0.2555713,0.2555713,1.5498186,1.5233588,211,2080.5687204,4
1766,apartment,Palermo,-34.581072,-58.410563,0.28469355,0.33672,0.6721127032,1.19887675,0.510977983,0.1298929,0.2247101,0.0354171,0.0347759,1.141074,1.1305466,142,3591.5492958,4
1767,apartment,Palermo,-34.578466,-58.410565,0.42177034,0.4495,0.8942800414,1.24031181,0.5151264924,0.2832763,0.0711411,0.3252971,0.3246317,1.0268832,1.0163818,230,2086.9565217,4
1768,apartment,Almagro,-34.599412,-58.410589,0.69136355,0.59693,0.5305900595,0.6402905799,0.3485468681,0.1945904,0.1213202,0.4177107,0.4177107,2.357514,2.3434237,68,1691.1764706,3
1769,apartment,Recoleta,-34.599412,-58.410589,0.69136355,0.59693,0.5305900595,0.6402905799,0.3485468681,0.1945904,0.1213202,0.4177107,0.4177107,2.357514,2.3434237,68,1691.1764706,3
1770,apartment,Balvanera,-34.599412,-58.410589,0.69136355,0.59693,0.5305900595,0.6402905799,0.3485468681,0.1945904,0.1213202,0.4177107,0.4177107,2.357514,2.3434237,68,1691.1764706,3
1771,apartment,Balvanera,-34.599412,-58.410589,0.69136355,0.59693,0.5305900595,0.6402905799,0.3485468681,0.1945904,0.1213202,0.4177107,0.4177107,2.357514,2.3434237,59,2033.8983051,3
1772,apartment,Barrio Norte,-34.577393,-58.410592,0.51509666,0.53768,0.9947731158,1.274032845,0.5642623796,0.3932721,0.089884,0.2434319,0.2434319,0.9983691,0.9881002,164,3597.5609756,3
1773,apartment,Palermo,-34.578407,-58.410628,0.42283688,0.45818,0.896600023,1.236452457,0.522602149,0.2867455,0.0625031,0.327938,0.327938,1.0195431,1.0090484,156,3006.4102564,4
1774,apartment,Caballito,-34.578388,-58.410634,0.42407347,0.45999,0.8980750626,1.236482619,0.5237714005,0.2884452,0.0607563,0.3265597,0.3265597,1.0184459,1.007954,110,1086.3636364,2
1775,apartment,Palermo,-34.583982,-58.410648,0.40907096,0.46766,0.4776258689,1.090916714,0.3787399493,0.2039661,0.0620724,0.2599042,0.2598006,1.3272747,1.3123832,120,5250,4
1776,apartment,Palermo,-34.583979,-58.410665,0.40777419,0.46858,0.477768004,1.091106155,0.3795183403,0.2033629,0.0611765,0.2613906,0.2612892,1.3258993,1.3109598,120,6583.3333333,4
1777,apartment,Almagro,-34.620406,-58.410681,0.39714146,0.32104,0.4870067567,1.052941828,0.3453446361,0.0378212,0.1021052,0.72409,0.722935,3.5527192,3.54507,60,1998.3333333,3
1778,apartment,Palermo,-34.582087,-58.410716,0.28473025,0.36615,0.5899079873,1.187391092,0.4591225659,0.032127,0.1223261,0.0798987,0.0798987,1.1901115,1.1797321,35,1971.4285714,2
1779,apartment,Palermo,-34.582104,-58.410723,0.28473374,0.36732,0.5882890895,1.186885097,0.4579829537,0.0309533,0.1209861,0.0818875,0.0818875,1.1906759,1.1803,180,2211.1111111,5
1780,apartment,Barrio Norte,-34.58865,-58.410741,0.48643353,0.62861,0.0679282578,0.5740990032,0.1977150479,0.0640132,0.3771266,0.4394797,0.4394797,1.7161654,1.6820834,155,2483.8709677,3
1781,apartment,Barrio Norte,-34.581409,-58.410788,0.26367173,0.3585,0.6316847584,1.177906943,0.4795700973,0.089024,0.1940638,0.0248554,0.0248554,1.1427992,1.1323247,102,2333.3333333,4
1782,apartment,Palermo,-34.578685,-58.410835,0.38709073,0.45322,0.8603143846,1.210235473,0.5324528262,0.250757,0.076313,0.3022895,0.3016424,1.0102053,0.9996661,180,3444.4444444,4
1783,apartment,Palermo,-34.596533,-58.410871,0.46823908,0.28301,0.6430591431,0.3211728041,0.6298289327,0.0579643,0.2048309,0.1652341,0.1652341,2.1308065,2.1308065,115,2608.6956522,4
1784,apartment,Balvanera,-34.60081,-58.41094,0.58444465,0.74416,0.3716801304,0.7249960416,0.2918390703,0.190446,0.0634595,0.5550436,0.5550436,2.4440594,2.4189095,47,3148.9361702,1
1785,apartment,Balvanera,-34.60081,-58.41094,0.58444465,0.74416,0.3716801304,0.7249960416,0.2918390703,0.190446,0.0634595,0.5550436,0.5550436,2.4440594,2.4189095,55,3036.3636364,2
1786,PH,Abasto,-34.605614,-58.41096,0.44159386,1.27575,0.1858275615,0.3077038576,0.5224790223,0.1972028,0.0986236,0.5356738,0.5151443,2.6533215,2.6467222,85,1529.4117647,4
1787,apartment,Palermo,-34.596954,-58.411005,0.50648702,0.32279,0.689477306,0.3642280783,0.5935953238,0.011626,0.2518757,0.2063684,0.2063684,2.1498568,2.1488248,33,3278.7878788,1
1788,apartment,Palermo,-34.596954,-58.411005,0.50648702,0.32279,0.689477306,0.3642280783,0.5935953238,0.011626,0.2518757,0.2063684,0.2063684,2.1498568,2.1488248,29,3437.9310345,1
1789,apartment,Palermo,-34.596954,-58.411005,0.50648702,0.32279,0.689477306,0.3642280783,0.5935953238,0.011626,0.2518757,0.2063684,0.2063684,2.1498568,2.1488248,29,3648.2758621,1
1790,apartment,Abasto,-34.603966,-58.411008,0.42025887,1.09258,0.0700607584,0.425270666,0.3833071385,0.0762041,0.0954801,0.7051175,0.6841188,2.5973549,2.5910314,35,2000,1
1791,apartment,Abasto,-34.603966,-58.411008,0.42025887,1.09258,0.0700607584,0.425270666,0.3833071385,0.0762041,0.0954801,0.7051175,0.6841188,2.5973549,2.5910314,92,1413.0434783,4
1792,apartment,Abasto,-34.603966,-58.411008,0.42025887,1.09258,0.0700607584,0.425270666,0.3833071385,0.0762041,0.0954801,0.7051175,0.6841188,2.5973549,2.5910314,35,2057.1428571,1
1793,apartment,Almagro,-34.615413,-58.411033,0.2471796,0.28206,0.5777529964,0.5033253214,0.8625946282,0.2160623,0.1600506,0.3651699,0.3639152,3.1641833,3.1566631,58,1534.4827586,3
1794,apartment,San Cristobal,-34.616113,-58.411094,0.20166388,0.2194,0.5910615265,0.5810906108,0.7849222223,0.2744985,0.0976576,0.4408456,0.4395932,3.2077687,3.2002188,38,1800,1
1795,apartment,Balvanera,-34.616113,-58.411094,0.20166388,0.2194,0.5910615265,0.5810906108,0.7849222223,0.2744985,0.0976576,0.4408456,0.4395932,3.2077687,3.2002188,38,1800,1
1796,apartment,Palermo,-34.590348,-58.411176,0.52414849,0.43546,0.2348888819,0.3812337735,0.381418699,0.0632623,0.337658,0.3722864,0.3722864,1.7733444,1.7733444,85,4341.1764706,3
1797,apartment,Recoleta,-34.590348,-58.411176,0.52414849,0.43546,0.2348888819,0.3812337735,0.381418699,0.0632623,0.337658,0.3722864,0.3722864,1.7733444,1.7733444,85,4341.1764706,3
1798,apartment,Palermo,-34.590348,-58.411176,0.52414849,0.43546,0.2348888819,0.3812337735,0.381418699,0.0632623,0.337658,0.3722864,0.3722864,1.7733444,1.7733444,85,4341.1764706,3
1799,apartment,Palermo,-34.590348,-58.411176,0.52414849,0.43546,0.2348888819,0.3812337735,0.381418699,0.0632623,0.337658,0.3722864,0.3722864,1.7733444,1.7733444,49,5102.0408163,2
1800,apartment,Palermo,-34.590348,-58.411176,0.52414849,0.43546,0.2348888819,0.3812337735,0.381418699,0.0632623,0.337658,0.3722864,0.3722864,1.7733444,1.7733444,49,5102.0408163,2
1801,apartment,Palermo,-34.590348,-58.411176,0.52414849,0.43546,0.2348888819,0.3812337735,0.381418699,0.0632623,0.337658,0.3722864,0.3722864,1.7733444,1.7733444,85,4341.1764706,3
1802,apartment,Palermo,-34.581577,-58.411189,0.22902952,0.39699,0.5918347725,1.141434142,0.4383590333,0.0683064,0.1932535,0.0649961,0.0649961,1.122212,1.1117936,102,2333.3333333,4
1803,apartment,Barrio Norte,-34.590175,-58.411226,0.50981063,0.45358,0.2154784094,0.3997400179,0.3660405981,0.0736899,0.3359851,0.3920056,0.3920056,1.7625852,1.7625852,49,3224.4897959,3
1804,apartment,Palermo,-34.592526,-58.411232,0.44819439,0.20052,0.3862494365,0.1432331369,0.6115180977,0.1673098,0.2431754,0.1388745,0.1388745,1.8648966,1.8648966,70,2785.7142857,3
1805,apartment,Balvanera,-34.602066,-58.411235,0.4756958,0.88007,0.2292952174,0.6107437207,0.3073719862,0.2219465,0.193684,0.6854211,0.6854211,2.5290397,2.4947546,38,2998.1315789,1
1806,apartment,Balvanera,-34.602064,-58.411252,0.47452252,0.87971,0.2291914733,0.6117063282,0.3088774624,0.2217792,0.1934138,0.6860626,0.6860626,2.5278479,2.493488,76,2427.9868421,3
1807,apartment,Almagro,-34.602064,-58.411252,0.47452252,0.87971,0.2291914733,0.6117063282,0.3088774624,0.2217792,0.1934138,0.6860626,0.6860626,2.5278479,2.493488,38,2998.1315789,1
1808,apartment,Balvanera,-34.602064,-58.411252,0.47452252,0.87971,0.2291914733,0.6117063282,0.3088774624,0.2217792,0.1934138,0.6860626,0.6860626,2.5278479,2.493488,38,3000,1
1809,apartment,Almagro,-34.602064,-58.411252,0.47452252,0.87971,0.2291914733,0.6117063282,0.3088774624,0.2217792,0.1934138,0.6860626,0.6860626,2.5278479,2.493488,75,2460.36,3
1810,apartment,Almagro,-34.602064,-58.411252,0.47452252,0.87971,0.2291914733,0.6117063282,0.3088774624,0.2217792,0.1934138,0.6860626,0.6860626,2.5278479,2.493488,46,3225.5652174,2
1811,apartment,Almagro,-34.602064,-58.411252,0.47452252,0.87971,0.2291914733,0.6117063282,0.3088774624,0.2217792,0.1934138,0.6860626,0.6860626,2.5278479,2.493488,55,3052.3454545,2
1812,apartment,Balvanera,-34.602064,-58.411252,0.47452252,0.87971,0.2291914733,0.6117063282,0.3088774624,0.2217792,0.1934138,0.6860626,0.6860626,2.5278479,2.493488,59,1694.9152542,2
1813,apartment,Palermo,-34.585151,-58.411272,0.48429305,0.60053,0.3438624756,0.9571054977,0.2865261762,0.219503,0.07998,0.2747612,0.2747612,1.3793885,1.3562897,60,2483.3333333,2
1814,apartment,Palermo,-34.585151,-58.411272,0.48429305,0.60053,0.3438624756,0.9571054977,0.2865261762,0.219503,0.07998,0.2747612,0.2747612,1.3793885,1.3562897,60,2250,2
1815,apartment,Palermo,-34.585151,-58.411272,0.48429305,0.60053,0.3438624756,0.9571054977,0.2865261762,0.219503,0.07998,0.2747612,0.2747612,1.3793885,1.3562897,60,2483.3333333,2
1816,apartment,Balvanera,-34.613556,-58.411289,0.43307222,0.48204,0.472462463,0.309479371,1.063761109,0.1364759,0.1177913,0.159145,0.1578969,3.0236405,3.0162057,80,1750,3
1817,apartment,Palermo,-34.586046,-58.411296,0.46420914,0.67919,0.2442303381,0.8574836796,0.2157375612,0.232133,0.1181879,0.2900807,0.2900807,1.4535679,1.426517,32,3125,1
1818,apartment,Abasto,-34.602142,-58.411305,0.46568568,0.88796,0.2197238205,0.60662139,0.3150924301,0.2121942,0.2020285,0.6959974,0.6959974,2.5274187,2.4961353,34,2117.6470588,1
1819,apartment,Balvanera,-34.602142,-58.411305,0.46568568,0.88796,0.2197238205,0.60662139,0.3150924301,0.2121942,0.2020285,0.6959974,0.6959974,2.5274187,2.4961353,58,1964.2931034,1
1820,apartment,Balvanera,-34.602142,-58.411305,0.46568568,0.88796,0.2197238205,0.60662139,0.3150924301,0.2121942,0.2020285,0.6959974,0.6959974,2.5274187,2.4961353,122,1512.5163934,3
1821,apartment,Balvanera,-34.602142,-58.411305,0.46568568,0.88796,0.2197238205,0.60662139,0.3150924301,0.2121942,0.2020285,0.6959974,0.6959974,2.5274187,2.4961353,56,2034.4464286,1
1822,apartment,Balvanera,-34.602142,-58.411305,0.46568568,0.88796,0.2197238205,0.60662139,0.3150924301,0.2121942,0.2020285,0.6959974,0.6959974,2.5274187,2.4961353,77,1926.961039,2
1823,apartment,Balvanera,-34.602142,-58.411305,0.46568568,0.88796,0.2197238205,0.60662139,0.3150924301,0.2121942,0.2020285,0.6959974,0.6959974,2.5274187,2.4961353,85,1975.0470588,2
1824,apartment,Barrio Norte,-34.602142,-58.411305,0.46568568,0.88796,0.2197238205,0.60662139,0.3150924301,0.2121942,0.2020285,0.6959974,0.6959974,2.5274187,2.4961353,143,1290.3986014,3
1825,apartment,Abasto,-34.602142,-58.411305,0.46568568,0.88796,0.2197238205,0.60662139,0.3150924301,0.2121942,0.2020285,0.6959974,0.6959974,2.5274187,2.4961353,34,1852.9411765,1
1826,apartment,Abasto,-34.602142,-58.411305,0.46568568,0.88796,0.2197238205,0.60662139,0.3150924301,0.2121942,0.2020285,0.6959974,0.6959974,2.5274187,2.4961353,34,2426.4705882,1
1827,apartment,Barrio Norte,-34.602142,-58.411305,0.46568568,0.88796,0.2197238205,0.60662139,0.3150924301,0.2121942,0.2020285,0.6959974,0.6959974,2.5274187,2.4961353,54,2109.7962963,1
1828,apartment,Barrio Norte,-34.602142,-58.411305,0.46568568,0.88796,0.2197238205,0.60662139,0.3150924301,0.2121942,0.2020285,0.6959974,0.6959974,2.5274187,2.4961353,82,2047.304878,2
1829,apartment,Barrio Norte,-34.602142,-58.411305,0.46568568,0.88796,0.2197238205,0.60662139,0.3150924301,0.2121942,0.2020285,0.6959974,0.6959974,2.5274187,2.4961353,74,2005.0810811,2
1830,apartment,Balvanera,-34.602142,-58.411305,0.46568568,0.88796,0.2197238205,0.60662139,0.3150924301,0.2121942,0.2020285,0.6959974,0.6959974,2.5274187,2.4961353,75,1977.3333333,2
1831,apartment,Almagro,-34.602142,-58.411305,0.46568568,0.88796,0.2197238205,0.60662139,0.3150924301,0.2121942,0.2020285,0.6959974,0.6959974,2.5274187,2.4961353,82,2047.304878,2
1832,apartment,Almagro,-34.602142,-58.411305,0.46568568,0.88796,0.2197238205,0.60662139,0.3150924301,0.2121942,0.2020285,0.6959974,0.6959974,2.5274187,2.4961353,74,2005.0810811,2
1833,apartment,Almagro,-34.602142,-58.411305,0.46568568,0.88796,0.2197238205,0.60662139,0.3150924301,0.2121942,0.2020285,0.6959974,0.6959974,2.5274187,2.4961353,54,2109.7962963,1
1834,apartment,Balvanera,-34.602142,-58.411305,0.46568568,0.88796,0.2197238205,0.60662139,0.3150924301,0.2121942,0.2020285,0.6959974,0.6959974,2.5274187,2.4961353,54,2109.2592593,1
1835,apartment,Boedo,-34.614089,-58.411336,0.3828536,0.42781,0.5102451195,0.3668262995,1.004340148,0.1224826,0.1571602,0.2152383,0.2139833,3.0542068,3.046741,75,1546.6666667,4
1836,apartment,Balvanera,-34.614089,-58.411336,0.3828536,0.42781,0.5102451195,0.3668262995,1.004340148,0.1224826,0.1571602,0.2152383,0.2139833,3.0542068,3.046741,38,1800,1
1837,apartment,Balvanera,-34.614089,-58.411336,0.3828536,0.42781,0.5102451195,0.3668262995,1.004340148,0.1224826,0.1571602,0.2152383,0.2139833,3.0542068,3.046741,38,1860,1
1838,apartment,Balvanera,-34.614089,-58.411336,0.3828536,0.42781,0.5102451195,0.3668262995,1.004340148,0.1224826,0.1571602,0.2152383,0.2139833,3.0542068,3.046741,38,1860,1
1839,apartment,San Cristobal,-34.614089,-58.411336,0.3828536,0.42781,0.5102451195,0.3668262995,1.004340148,0.1224826,0.1571602,0.2152383,0.2139833,3.0542068,3.046741,38,1800,1
1840,apartment,Palermo,-34.579092,-58.411343,0.32229776,0.46748,0.7970649316,1.154478962,0.5694646547,0.192233,0.1169201,0.266534,0.2659458,0.9811939,0.9706083,51,2549.0196078,3
1841,apartment,Barrio Norte,-34.592029,-58.411355,0.48221218,0.24932,0.3869794528,0.1938725502,0.5618546914,0.1520813,0.2995096,0.1942496,0.1942496,1.8303577,1.8303577,137,1992.7007299,4
1842,apartment,Palermo,-34.579561,-58.411361,0.28388014,0.44588,0.7524054949,1.142670256,0.5594851248,0.142209,0.168917,0.2175575,0.2169986,0.999533,0.9889367,300,5000,5
1843,apartment,Barrio Norte,-34.588138,-58.411384,0.41907437,0.67662,0.0142527726,0.6244997124,0.2047946282,0.1450203,0.3311321,0.4283676,0.4283676,1.635906,1.6011329,63,2746.031746,2
1844,apartment,Palermo,-34.579621,-58.411444,0.27375807,0.45033,0.7426158864,1.134032637,0.549412496,0.1333012,0.1765281,0.2142253,0.2136852,0.9953061,0.9847107,31,2677.4193548,1
1845,apartment,Palermo,-34.578053,-58.411457,0.41110513,0.54156,0.8923042333,1.175013746,0.6071322258,0.2917588,0.0274768,0.3513162,0.3513162,0.9359229,0.9254578,193,2538.8601036,4
1846,apartment,Almagro,-34.601319,-58.411491,0.50884835,0.79535,0.3083332079,0.694963218,0.3291836529,0.2551945,0.1116789,0.6307509,0.6307509,2.4512468,2.420106,30,1833.3333333,1
1847,apartment,Abasto,-34.603182,-58.411493,0.39769063,1.00236,0.1029127544,0.5207589913,0.3694971216,0.0960854,0.1932763,0.7817323,0.7811365,2.533587,2.5273924,75,2460.36,3
1848,apartment,Abasto,-34.603182,-58.411493,0.39769063,1.00236,0.1029127544,0.5207589913,0.3694971216,0.0960854,0.1932763,0.7817323,0.7811365,2.533587,2.5273924,75,2460.36,3
1849,apartment,Abasto,-34.603182,-58.411493,0.39769063,1.00236,0.1029127544,0.5207589913,0.3694971216,0.0960854,0.1932763,0.7817323,0.7811365,2.533587,2.5273924,38,2998.1315789,1
1850,apartment,Abasto,-34.603182,-58.411493,0.39769063,1.00236,0.1029127544,0.5207589913,0.3694971216,0.0960854,0.1932763,0.7817323,0.7811365,2.533587,2.5273924,46,3225.5652174,2
1851,apartment,Abasto,-34.603182,-58.411493,0.39769063,1.00236,0.1029127544,0.5207589913,0.3694971216,0.0960854,0.1932763,0.7817323,0.7811365,2.533587,2.5273924,54,3108.8703704,2
1852,apartment,Abasto,-34.603182,-58.411493,0.39769063,1.00236,0.1029127544,0.5207589913,0.3694971216,0.0960854,0.1932763,0.7817323,0.7811365,2.533587,2.5273924,54,3108.8703704,2
1853,apartment,Barrio Norte,-34.58809,-58.411507,0.4073103,0.68099,0.0259668658,0.6293357093,0.2122375703,0.1564549,0.329248,0.4320343,0.4320343,1.6251958,1.5901295,148,2628.3783784,5
1854,apartment,Palermo,-34.588101,-58.411518,0.40642972,0.67969,0.0260000641,0.6280770588,0.2136886448,0.1562275,0.3307219,0.433617,0.433617,1.6256563,1.5905169,26,2000,1
1855,PH,Pompeya,-34.650794,-58.411525,0.84438187,0.85642,1.59328826,0.7093728381,1.202881105,0.0512518,0.2169166,0.2763814,0.2749806,2.772323,2.7075603,85,940,2
1856,apartment,Barrio Norte,-34.593095,-58.411528,0.45402729,0.13162,0.4322191266,0.074625883,0.6798801228,0.188538,0.1870509,0.0983328,0.0927158,1.8706144,1.8706144,69,2166.6666667,1
1857,apartment,Balvanera,-34.610605,-58.41162,0.7506439,0.80664,0.3276535597,0.1465202524,1.053649032,0.0086366,0.3061349,0.1788329,0.1782355,2.8235784,2.8163448,71,1394.3661972,3
1858,apartment,Barrio Norte,-34.596273,-58.411626,0.51156447,0.23542,0.6592503374,0.2821950771,0.6874941497,0.0299557,0.1881315,0.1252137,0.1252137,2.0583007,2.0581117,73,2054.7945205,1
1859,apartment,Palermo,-34.596938,-58.411634,0.55134221,0.3085,0.719173077,0.3561507509,0.6245992358,0.0636099,0.2588634,0.1991562,0.1991562,2.1038819,2.1017584,31,2741.9354839,1
1860,apartment,Palermo,-34.592251,-58.41164,0.49469376,0.21941,0.4163177591,0.1660573925,0.593742671,0.1732032,0.2802382,0.1835781,0.1835781,1.8177357,1.8177357,100,2750,3
1861,apartment,Palermo,-34.585896,-58.411641,0.44291652,0.68548,0.2629025535,0.8732284631,0.251026354,0.1966764,0.132274,0.3162441,0.3162441,1.4206885,1.3928998,105,2333.3333333,4
1862,apartment,Palermo,-34.588121,-58.411651,0.39454565,0.67667,0.0356364307,0.6255565788,0.2255980616,0.1631727,0.3367539,0.4436489,0.4436489,1.6207997,1.5851205,67,2462.6865672,3
1863,apartment,Palermo,-34.588121,-58.411651,0.39454565,0.67667,0.0356364307,0.6255565788,0.2255980616,0.1631727,0.3367539,0.4436489,0.4436489,1.6207997,1.5851205,67,2462.6865672,3
1864,apartment,Parque Patricios,-34.637745,-58.411689,0.9306298,0.60313,0.5172858389,0.3804065157,0.3797676346,0.3569173,0.1522962,0.4598771,0.4598771,3.4649064,3.4467977,39,1769.2307692,1
1865,apartment,Palermo,-34.585819,-58.411691,0.44290779,0.68183,0.2719927261,0.8817593245,0.2598364754,0.189576,0.1320387,0.3189393,0.3189393,1.4111365,1.3834657,120,2441.6666667,4
1866,apartment,Palermo,-34.577968,-58.411699,0.40915671,0.56475,0.8907598788,1.156993086,0.6311879265,0.2874555,0.0505477,0.3629031,0.3629031,0.9120844,0.9016259,110,3454.5454545,4
